id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
rosemary,Rosemary,Salvia rosmarinus,Rosmarinus officinalis,herb,HERB_MEDITERRANEAN,"Rosemary is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rosemary, herb, Mediterranean herb, plant care, rooted plant, local pickup"
thyme,Thyme,Thymus vulgaris,,herb,HERB_MEDITERRANEAN,"Thyme is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Thyme, herb, Mediterranean herb, plant care, rooted plant, local pickup"
oregano,Oregano,Origanum vulgare,,herb,HERB_MEDITERRANEAN,"Oregano is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Oregano, herb, Mediterranean herb, plant care, rooted plant, local pickup"
parsley,Parsley,Petroselinum crispum,,herb,HERB_MOIST,"Parsley is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Parsley, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
cilantro,Cilantro,Coriandrum sativum,Coriander,herb,HERB_MOIST,"Cilantro is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cilantro, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
chives,Chives,Allium schoenoprasum,,herb,HERB_MOIST,"Chives is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Chives, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
dill,Dill,Anethum graveolens,,herb,HERB_MOIST,"Dill is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dill, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
sage,Sage,Salvia officinalis,,herb,HERB_MEDITERRANEAN,"Sage is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Sage, herb, Mediterranean herb, plant care, rooted plant, local pickup"
lavender,Lavender,Lavandula angustifolia,,herb,HERB_MEDITERRANEAN,"Lavender is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lavender, herb, Mediterranean herb, plant care, rooted plant, local pickup"
lemongrass,Lemongrass,Cymbopogon citratus,,herb,HERB_MOIST,"Lemongrass is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lemongrass, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
catnip,Catnip,Nepeta cataria,,herb,HERB_MOIST,"Catnip is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Catnip, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
stevia,Stevia,Stevia rebaudiana,,herb,HERB_MOIST,"Stevia is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Stevia, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
bay-laurel,Bay Laurel,Laurus nobilis,Sweet bay,herb,HERB_MEDITERRANEAN,"Bay Laurel is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bay Laurel, herb, Mediterranean herb, plant care, rooted plant, local pickup"
lemon-balm,Lemon Balm,Melissa officinalis,,herb,HERB_MOIST,"Lemon Balm is a leafy culinary herb sold for cooking, fresh harvests, and container gardening. Listings should emphasize freshness, harvest size, and light/water needs.",Bright light to full sun; some afternoon shade in hot climates. Keep evenly moist but not soggy; containers dry quickly. Average humidity is fine. Soil: Rich potting mix or garden soil with good drainage.,bright_to_full_sun,even_moist,average,rich_well_draining,Airflow reduces mildew and fungus gnats.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lemon Balm, herb, Leafy culinary herb, plant care, rooted plant, local pickup"
tarragon,Tarragon,Artemisia dracunculus,,herb,HERB_MEDITERRANEAN,"Tarragon is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Tarragon, herb, Mediterranean herb, plant care, rooted plant, local pickup"
marjoram,Marjoram,Origanum majorana,,herb,HERB_MEDITERRANEAN,"Marjoram is a culinary herb commonly sold for fragrance, cooking, and sunny container gardens. Listings should mention pot size, harvest readiness, and outdoor/indoor suitability.","Full sun outdoors or the brightest indoor window/grow light. Let the top soil dry; avoid constant wet roots. Average to low humidity; prefers airflow. Soil: Lean, very well-draining mix; add perlite, pumice, or sand.",full_sun,moderate_to_dry,low_to_average,lean_well_draining,Excellent airflow improves flavor and reduces mildew.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Marjoram, herb, Mediterranean herb, plant care, rooted plant, local pickup"
tomato,Tomato,Solanum lycopersicum,,edible_starter,VEGETABLE_FULL_SUN,"Tomato is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Tomato, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
cherry-tomato,Cherry Tomato,Solanum lycopersicum var. cerasiforme,,edible_starter,VEGETABLE_FULL_SUN,"Cherry Tomato is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cherry Tomato, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
bell-pepper,Bell Pepper,Capsicum annuum,,edible_starter,VEGETABLE_FULL_SUN,"Bell Pepper is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bell Pepper, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
hot-pepper,Hot Pepper,Capsicum annuum,Chili pepper,edible_starter,VEGETABLE_FULL_SUN,"Hot Pepper is an edible starter plant for sunny gardens, patios, or containers. Listings should include variety if known, pot size, hardening-off status, and expected growth habit.","Full sun, ideally 6+ hours outdoors or strong grow light. Consistent watering; avoid drought stress and waterlogged roots. Average outdoor humidity; airflow is important. Soil: Rich, fertile, well-draining soil or container mix.",full_sun,consistent_moist,average,rich_well_draining,Good spacing and airflow reduce disease.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Hot Pepper, edible starter, Fruiting vegetable / edible starter, plant care, rooted plant, local pickup"
